path,prob_normal,prob_hentai,prob_porn,prob_sexy,prob_anime,true_label,hentai_prob,porn_prob,hentai_oof,porn_oof,nsfw_max_raw,nsfw_max_oof
data\porn\porn_10_0079.jpg,0.011536,0.001043,0.979,0.008286,0.0003355,porn,0.001043,0.979,0.0007564296520423601,0.9959514170040485,0.979,0.9959514170040485
data\porn\porn_10_0080.jpg,0.001251,0.004562,0.993,0.0008116,0.0003326,porn,0.004562,0.993,0.001243008079552517,1.0,0.993,1.0
data\porn\porn_10_0081.jpg,0.02197,0.006886,0.9365,0.03156,0.002935,porn,0.006886,0.9365,0.001243008079552517,0.9857142857142858,0.9365,0.9857142857142858
data\porn\porn_10_0082.jpg,0.0003452,0.013626,0.984,0.002096,0.0001948,porn,0.013626,0.984,0.01080246913580247,0.9961038961038962,0.984,0.9961038961038962
data\porn\porn_10_0083.jpg,0.007786,0.002174,0.9834,0.006424,0.0002117,porn,0.002174,0.9834,0.000749063670411985,0.9961038961038962,0.9834,0.9961038961038962
data\porn\porn_10_0084.jpg,0.00327,0.02979,0.963,0.002823,0.001165,porn,0.02979,0.963,0.010752688172043012,0.9865229110512129,0.963,0.9865229110512129
data\porn\porn_10_0085.jpg,0.0010805,0.007347,0.891,0.1,0.0003915,porn,0.007347,0.891,0.0018148820326678765,0.9421052631578948,0.891,0.9421052631578948
data\porn\porn_10_0086.jpg,0.00693,0.03967,0.931,0.0209,0.001458,porn,0.03967,0.931,0.03333333333333333,0.9776119402985075,0.931,0.9776119402985075
data\porn\porn_10_0087.jpg,0.0001819,0.01344,0.986,0.000506,0.0002625,porn,0.01344,0.986,0.009216589861751152,0.995260663507109,0.986,0.995260663507109
data\porn\porn_10_0088.jpg,0.0001487,0.00452,0.9946,0.00058,4.99e-05,porn,0.00452,0.9946,0.001243008079552517,1.0,0.9946,1.0
data\porn\porn_10_0089.jpg,0.011986,0.0008636,0.9717,0.015465,0.0001539,porn,0.0008636,0.9717,0.00043402777777777775,0.9935897435897436,0.9717,0.9935897435897436
data\porn\porn_10_0090.jpg,0.0002251,0.01331,0.986,0.0003445,0.0001726,porn,0.01331,0.986,0.009216589861751152,0.995260663507109,0.986,0.995260663507109
data\porn\porn_10_0091.jpg,1.25e-05,0.003782,0.996,0.0001999,8.17e-06,porn,0.003782,0.996,0.0017964071856287425,1.0,0.996,1.0
data\porn\porn_10_0092.jpg,0.005272,0.003231,0.3389,0.652,0.001045,porn,0.003231,0.3389,0.001375515818431912,0.4772727272727273,0.3389,0.4772727272727273
data\porn\porn_10_0093.jpg,0.01956,0.01336,0.323,0.6436,0.0003567,porn,0.01336,0.323,0.01080246913580247,0.4594594594594595,0.323,0.4594594594594595
data\porn\porn_10_0094.jpg,0.1251,0.0871,0.5806,0.2007,0.00653,porn,0.0871,0.5806,0.14583333333333334,0.7746478873239436,0.5806,0.7746478873239436
data\porn\porn_10_0095.jpg,0.000242,0.00697,0.988,0.004787,0.000176,porn,0.00697,0.988,0.001375515818431912,0.9937791601866252,0.988,0.9937791601866252
data\porn\porn_10_0096.jpg,0.0001843,0.000307,0.9985,0.0007043,4.26e-05,porn,0.000307,0.9985,0.00043252595155709344,1.0,0.9985,1.0
data\porn\porn_10_0097.jpg,0.00558,0.727,0.04587,0.2024,0.01923,porn,0.727,0.04587,0.9074074074074074,0.030821917808219176,0.727,0.9074074074074074
data\porn\porn_10_0098.jpg,0.0002718,0.006317,0.993,0.0003312,0.0001447,porn,0.006317,0.993,0.0018148820326678765,1.0,0.993,1.0
data\porn\porn_10_0100.jpg,0.0001267,0.00119,0.997,0.001497,4.953e-05,porn,0.00119,0.997,0.0006544502617801048,1.0,0.997,1.0
data\porn\porn_10_0101.jpg,0.02441,0.00659,0.4287,0.5376,0.002703,porn,0.00659,0.4287,0.001243008079552517,0.5974025974025974,0.4287,0.5974025974025974
data\porn\porn_10_0102.jpg,7.13e-05,0.001137,0.992,0.006393,5.454e-05,porn,0.001137,0.992,0.000749063670411985,1.0,0.992,1.0
data\porn\porn_10_0103.jpg,0.003263,0.000746,0.975,0.02075,0.00011,porn,0.000746,0.975,0.0,0.9961038961038962,0.975,0.9961038961038962
data\porn\porn_10_0104.jpg,0.0001155,0.058,0.9414,8.34e-05,0.0001558,porn,0.058,0.9414,0.04932735426008968,0.9877675840978594,0.9414,0.9877675840978594
data\porn\porn_10_0105.jpg,2.503e-05,0.001548,0.998,0.0005016,3.4e-05,porn,0.001548,0.998,0.000749063670411985,1.0,0.998,1.0
data\porn\porn_10_0106.jpg,0.0001894,0.00878,0.9775,0.01344,0.0002064,porn,0.00878,0.9775,0.006359300476947536,0.9937791601866252,0.9775,0.9937791601866252
data\porn\porn_10_0107.jpg,2.07e-05,0.0006547,0.999,0.0001967,1.186e-05,porn,0.0006547,0.999,0.00043252595155709344,1.0,0.999,1.0
data\porn\porn_10_0108.jpg,0.10834,0.00849,0.577,0.3042,0.001777,porn,0.00849,0.577,0.006359300476947536,0.7352941176470589,0.577,0.7352941176470589
data\porn\porn_10_0109.jpg,0.00953,0.1818,0.7876,0.01944,0.001596,porn,0.1818,0.7876,0.2857142857142857,0.933649289099526,0.7876,0.933649289099526
data\porn\porn_10_0110.jpg,0.006676,0.02731,0.9604,0.001685,0.003899,porn,0.02731,0.9604,0.013315579227696404,0.9857142857142858,0.9604,0.9857142857142858
data\porn\porn_10_0111.jpg,0.000603,0.004707,0.9927,0.001589,0.0003753,porn,0.004707,0.9927,0.0012055455093429777,1.0,0.9927,1.0
data\porn\porn_10_0113.jpg,0.0005436,0.01688,0.979,0.003326,0.000137,porn,0.01688,0.979,0.010101010101010102,0.9937791601866252,0.979,0.9937791601866252
data\porn\porn_10_0114.jpg,0.01735,0.07214,0.86,0.03595,0.01486,porn,0.07214,0.86,0.075,0.933649289099526,0.86,0.933649289099526
data\porn\porn_10_0115.jpg,0.0001444,0.003057,0.9966,0.0003045,5.597e-05,porn,0.003057,0.9966,0.0017964071856287425,1.0,0.9966,1.0
data\porn\porn_10_0116.jpg,0.001892,0.245,0.7515,0.000606,0.0009294,porn,0.245,0.7515,0.3174603174603174,0.9012345679012346,0.7515,0.9012345679012346
data\porn\porn_10_0117.jpg,0.00558,0.003824,0.942,0.04813,0.000382,porn,0.003824,0.942,0.001243008079552517,0.9857142857142858,0.942,0.9857142857142858
data\porn\porn_10_0118.jpg,0.005,0.134,0.85,0.01012,0.0009274,porn,0.134,0.85,0.22535211267605632,0.9421052631578948,0.85,0.9421052631578948
data\porn\porn_10_0119.jpg,0.0008006,0.0002449,0.9937,0.00522,5.03e-05,porn,0.0002449,0.9937,0.00043591979075850045,1.0,0.9937,1.0
data\porn\porn_10_0120.jpg,0.02173,0.00541,0.7764,0.1948,0.001708,porn,0.00541,0.7764,0.001375515818431912,0.9375,0.7764,0.9375
data\porn\porn_10_0121.jpg,0.01469,0.00375,0.857,0.1186,0.00623,porn,0.00375,0.857,0.001375515818431912,0.9375,0.857,0.9375
data\porn\porn_10_0122.jpg,0.0005217,0.01082,0.9805,0.00704,0.0009136,porn,0.01082,0.9805,0.00967741935483871,0.9959514170040485,0.9805,0.9959514170040485
data\porn\porn_10_0123.jpg,0.01395,0.003483,0.9194,0.0623,0.00084,porn,0.003483,0.9194,0.0017964071856287425,0.9565217391304348,0.9194,0.9565217391304348
data\porn\porn_10_0124.jpg,0.01584,0.002943,0.746,0.2343,0.0008583,porn,0.002943,0.746,0.0017964071856287425,0.9012345679012346,0.746,0.9012345679012346
data\porn\porn_10_0125.jpg,0.003462,0.0005593,0.9917,0.00397,0.0001726,porn,0.0005593,0.9917,0.00043591979075850045,1.0,0.9917,1.0
data\porn\porn_10_0126.jpg,0.02135,0.001187,0.81,0.1654,0.001894,porn,0.001187,0.81,0.000749063670411985,0.9433198380566802,0.81,0.9433198380566802
data\porn\porn_10_0127.jpg,0.0009246,0.0001,0.999,3.266e-05,3.624e-05,porn,0.0001,0.999,0.0,1.0,0.999,1.0
data\porn\porn_10_0128.jpg,0.000841,0.001255,0.9937,0.004173,0.0001686,porn,0.001255,0.9937,0.0006544502617801048,1.0,0.9937,1.0
data\porn\porn_10_0129.jpg,3.37e-05,0.003609,0.996,0.0002708,2.27e-05,porn,0.003609,0.996,0.0012055455093429777,1.0,0.996,1.0
data\porn\porn_10_0130.jpg,0.005352,0.1349,0.827,0.0295,0.002897,porn,0.1349,0.827,0.20915032679738563,0.948051948051948,0.827,0.948051948051948
data\porn\porn_10_0131.jpg,0.000504,0.00168,0.8286,0.1693,0.0001297,porn,0.00168,0.8286,0.0007446016381236039,0.933649289099526,0.8286,0.933649289099526
data\porn\porn_10_0132.jpg,2.92e-05,0.005756,0.993,0.0007606,6.9e-05,porn,0.005756,0.993,0.001243008079552517,1.0,0.993,1.0
data\porn\porn_10_0133.jpg,0.0002942,0.05505,0.943,0.001199,0.000553,porn,0.05505,0.943,0.04824561403508772,0.9865229110512129,0.943,0.9865229110512129
data\porn\porn_10_0134.jpg,0.001154,0.02797,0.554,0.4165,0.0002759,porn,0.02797,0.554,0.017857142857142856,0.6451612903225806,0.554,0.6451612903225806
data\porn\porn_10_0135.jpg,0.000186,0.001255,0.9883,0.01001,8.535e-05,porn,0.001255,0.9883,0.00027240533914464724,0.995260663507109,0.9883,0.995260663507109
data\porn\porn_10_0136.jpg,0.2566,0.00848,0.654,0.06323,0.01793,porn,0.00848,0.654,0.006359300476947536,0.7352941176470589,0.654,0.7352941176470589
data\porn\porn_10_0137.jpg,0.001446,0.02287,0.864,0.11084,0.0009,porn,0.02287,0.864,0.010652463382157125,0.9421052631578948,0.864,0.9421052631578948
data\porn\porn_10_0138.jpg,0.0002875,0.003527,0.996,0.0001035,0.0001723,porn,0.003527,0.996,0.001375515818431912,1.0,0.996,1.0
data\porn\porn_10_0139.jpg,0.3716,0.03305,0.1907,0.0676,0.3372,porn,0.03305,0.1907,0.010752688172043012,0.32,0.1907,0.32
data\porn\porn_10_0140.jpg,0.0005345,0.04083,0.933,0.02377,0.001554,porn,0.04083,0.933,0.043478260869565216,0.9877675840978594,0.933,0.9877675840978594
data\porn\porn_10_0141.jpg,0.09735,0.01007,0.8643,0.0251,0.003305,porn,0.01007,0.8643,0.00967741935483871,0.9421052631578948,0.8643,0.9421052631578948
data\porn\porn_10_0142.jpg,0.005943,0.001196,0.921,0.07184,0.0003598,porn,0.001196,0.921,0.000749063670411985,0.9647473560517039,0.921,0.9647473560517039
data\porn\porn_10_0143.jpg,0.000805,0.002499,0.983,0.013535,0.0003054,porn,0.002499,0.983,0.0018148820326678765,0.9970238095238095,0.983,0.9970238095238095
data\porn\porn_10_0144.jpg,0.2139,0.01962,0.2354,0.519,0.01192,porn,0.01962,0.2354,0.010101010101010102,0.2891566265060241,0.2354,0.2891566265060241
data\porn\porn_10_0145.jpg,0.000472,0.00292,0.04764,0.948,0.000529,porn,0.00292,0.04764,0.0012055455093429777,0.046413502109704644,0.04764,0.046413502109704644
data\porn\porn_10_0146.jpg,0.0553,0.02087,0.6494,0.2479,0.02669,porn,0.02087,0.6494,0.009216589861751152,0.8,0.6494,0.8
data\porn\porn_10_0147.jpg,0.001068,0.003632,0.979,0.01622,0.0002499,porn,0.003632,0.979,0.001375515818431912,0.9937791601866252,0.979,0.9937791601866252
data\porn\porn_10_0148.jpg,0.004845,0.1271,0.657,0.2021,0.008705,porn,0.1271,0.657,0.20915032679738563,0.8055555555555556,0.657,0.8055555555555556
data\porn\porn_10_0149.jpg,0.00010157,0.008804,0.9893,0.001901,0.0001156,porn,0.008804,0.9893,0.00967741935483871,0.9970238095238095,0.9893,0.9970238095238095
data\porn\porn_10_0150.jpg,0.0002708,0.0003812,0.993,0.006145,2.12e-05,porn,0.0003812,0.993,0.00027240533914464724,1.0,0.993,1.0
data\porn\porn_10_0151.jpg,0.000128,0.01171,0.9336,0.05423,0.0002518,porn,0.01171,0.9336,0.006359300476947536,0.9877675840978594,0.9336,0.9877675840978594
data\porn\porn_10_0152.jpg,0.005833,0.01913,0.8784,0.0959,0.0008626,porn,0.01913,0.8784,0.013315579227696404,0.933649289099526,0.8784,0.933649289099526
data\porn\porn_10_0153.jpg,0.01645,0.0295,0.6504,0.3025,0.001301,porn,0.0295,0.6504,0.016877637130801686,0.8,0.6504,0.8
data\porn\porn_10_0154.jpg,0.001131,0.001558,0.6475,0.3499,0.0001804,porn,0.001558,0.6475,0.0006544502617801048,0.7352941176470589,0.6475,0.7352941176470589
data\porn\porn_10_0155.jpg,0.3193,0.04214,0.3196,0.088,0.231,porn,0.04214,0.3196,0.03508771929824561,0.5263157894736842,0.3196,0.5263157894736842
data\porn\porn_10_0156.jpg,0.001293,0.001227,0.932,0.0653,8.19e-05,porn,0.001227,0.932,0.0007564296520423601,0.9865229110512129,0.932,0.9865229110512129
data\porn\porn_10_0157.jpg,0.01836,0.0869,0.8022,0.0851,0.007275,porn,0.0869,0.8022,0.08080808080808081,0.9375,0.8022,0.9375
data\porn\porn_10_0158.jpg,0.0007706,0.01817,0.937,0.0435,0.0006204,porn,0.01817,0.937,0.01080246913580247,0.9865771812080537,0.937,0.9865771812080537
data\porn\porn_10_0159.jpg,0.002974,0.00667,0.01384,0.9736,0.002996,porn,0.00667,0.01384,0.001243008079552517,0.017130620985010708,0.01384,0.017130620985010708
data\porn\porn_10_0160.jpg,0.000125,0.00604,0.9937,0.0002123,0.0001045,porn,0.00604,0.9937,0.001243008079552517,1.0,0.9937,1.0
data\porn\porn_10_0161.jpg,0.0001152,0.0007586,0.7134,0.286,3.314e-05,porn,0.0007586,0.7134,0.00043252595155709344,0.8958333333333334,0.7134,0.8958333333333334
data\porn\porn_10_0162.jpg,0.000529,0.007153,0.99,0.002106,0.0002083,porn,0.007153,0.99,0.0017964071856287425,0.9961038961038962,0.99,0.9961038961038962
data\porn\porn_10_0163.jpg,0.0057,0.06226,0.8394,0.0907,0.002193,porn,0.06226,0.8394,0.057971014492753624,0.9421052631578948,0.8394,0.9421052631578948
data\porn\porn_10_0164.jpg,0.0001122,0.018,0.981,0.0009136,0.0001126,porn,0.018,0.981,0.010652463382157125,0.9959514170040485,0.981,0.9959514170040485
data\porn\porn_10_0165.jpg,0.000552,0.001657,0.9966,0.001107,0.00018,porn,0.001657,0.9966,0.0007564296520423601,1.0,0.9966,1.0
data\porn\porn_10_0166.jpg,0.0002818,0.000343,0.9937,0.005863,5.996e-05,porn,0.000343,0.9937,0.00043402777777777775,1.0,0.9937,1.0
data\porn\porn_10_0167.jpg,0.0009346,0.09766,0.8955,0.004807,0.001039,porn,0.09766,0.8955,0.20652173913043478,0.9421052631578948,0.8955,0.9421052631578948
data\porn\porn_10_0168.jpg,0.001076,0.05563,0.547,0.396,0.000576,porn,0.05563,0.547,0.04591836734693878,0.6451612903225806,0.547,0.6451612903225806
data\porn\porn_10_0169.jpg,0.001806,0.003504,0.9937,0.0007424,0.00011057,porn,0.003504,0.9937,0.001375515818431912,1.0,0.9937,1.0
data\porn\porn_10_0170.jpg,0.0002012,0.0004163,0.999,0.0005183,1.06e-05,porn,0.0004163,0.999,0.00043252595155709344,1.0,0.999,1.0
data\porn\porn_10_0171.jpg,0.1764,0.00867,0.759,0.04593,0.01005,porn,0.00867,0.759,0.006359300476947536,0.9375,0.759,0.9375
data\porn\porn_10_0172.jpg,0.001788,0.02118,0.403,0.573,0.000822,porn,0.02118,0.403,0.010101010101010102,0.5974025974025974,0.403,0.5974025974025974
data\porn\porn_10_0174.jpg,0.1759,0.2583,0.357,0.1329,0.07605,porn,0.2583,0.357,0.3174603174603174,0.6052631578947368,0.357,0.6052631578947368
data\porn\porn_10_0175.jpg,0.0005407,0.05545,0.9414,0.002144,0.0002171,porn,0.05545,0.9414,0.04591836734693878,0.9865771812080537,0.9414,0.9865771812080537
data\porn\porn_10_0176.jpg,0.000407,0.0023,0.9937,0.003317,0.0001035,porn,0.0023,0.9937,0.0012055455093429777,1.0,0.9937,1.0
data\porn\porn_10_0177.jpg,0.0109,0.2104,0.4495,0.314,0.015114,porn,0.2104,0.4495,0.29577464788732394,0.6588235294117647,0.4495,0.6588235294117647
data\porn\porn_10_0178.jpg,0.08374,0.001348,0.1693,0.744,0.001241,porn,0.001348,0.1693,0.000749063670411985,0.20689655172413793,0.1693,0.20689655172413793
data\porn\porn_10_0179.jpg,3.83e-05,0.0004582,0.998,0.001318,8.9e-06,porn,0.0004582,0.998,0.00043252595155709344,1.0,0.998,1.0
data\porn\porn_10_0180.jpg,0.00149,0.05685,0.9326,0.00798,0.000895,porn,0.05685,0.9326,0.04142011834319527,0.9776119402985075,0.9326,0.9776119402985075
data\porn\porn_10_0181.jpg,0.0061,0.5513,0.0807,0.3594,0.002787,porn,0.5513,0.0807,0.7717391304347826,0.12,0.5513,0.7717391304347826
data\porn\porn_10_0182.jpg,9.73e-05,0.00169,0.996,0.001852,5.704e-05,porn,0.00169,0.996,0.0006544502617801048,1.0,0.996,1.0
data\porn\porn_10_0183.jpg,0.00268,0.0009604,0.972,0.02385,0.0002556,porn,0.0009604,0.972,0.0006544502617801048,0.9937791601866252,0.972,0.9937791601866252
data\porn\porn_10_0184.jpg,0.0006332,0.006145,0.8877,0.10504,0.00029,porn,0.006145,0.8877,0.0012055455093429777,0.948051948051948,0.8877,0.948051948051948
data\porn\porn_10_0185.jpg,0.0001941,0.0001451,0.982,0.01772,3.874e-05,porn,0.0001451,0.982,0.0,0.995260663507109,0.982,0.995260663507109
data\porn\porn_10_0186.jpg,0.001199,0.04596,0.947,0.00312,0.00304,porn,0.04596,0.947,0.04142011834319527,0.9927272727272727,0.947,0.9927272727272727
data\porn\porn_10_0187.jpg,0.002571,0.00249,0.76,0.2349,0.0004787,porn,0.00249,0.76,0.0018148820326678765,0.8837209302325582,0.76,0.8837209302325582
data\porn\porn_10_0188.jpg,5e-05,0.00616,0.993,0.000373,9.62e-05,porn,0.00616,0.993,0.0017964071856287425,1.0,0.993,1.0
data\porn\porn_10_0189.jpg,0.000627,0.0658,0.76,0.1724,0.001383,porn,0.0658,0.76,0.075,0.9,0.76,0.9
data\porn\porn_10_0190.jpg,0.03033,0.001454,0.03333,0.934,0.0007863,porn,0.001454,0.03333,0.00027240533914464724,0.035256410256410256,0.03333,0.035256410256410256
data\porn\porn_10_0191.jpg,0.0005302,0.2969,0.6997,0.000706,0.00216,porn,0.2969,0.6997,0.49038461538461536,0.8958333333333334,0.6997,0.8958333333333334
data\porn\porn_10_0192.jpg,0.001775,0.01248,0.9214,0.0636,0.000939,porn,0.01248,0.9214,0.0058823529411764705,0.9726027397260274,0.9214,0.9726027397260274
data\porn\porn_10_0193.jpg,6.56e-05,0.06,0.9365,0.003029,0.0001445,porn,0.06,0.9365,0.04142011834319527,0.9927272727272727,0.9365,0.9927272727272727
data\porn\porn_10_0194.jpg,0.001443,0.002512,0.829,0.1665,0.000653,porn,0.002512,0.829,0.0006544502617801048,0.9375,0.829,0.9375
data\porn\porn_10_0195.jpg,0.00072,0.02084,0.977,0.000733,0.0005565,porn,0.02084,0.977,0.009216589861751152,0.995260663507109,0.977,0.995260663507109
data\porn\porn_10_0196.jpg,9.7e-05,0.02148,0.978,0.0003011,0.0001241,porn,0.02148,0.978,0.013315579227696404,0.9935897435897436,0.978,0.9935897435897436
data\porn\porn_10_0197.jpg,0.00011146,0.002998,0.994,0.002747,3.77e-05,porn,0.002998,0.994,0.0017964071856287425,1.0,0.994,1.0
data\porn\porn_10_0198.jpg,0.0004594,0.004738,0.7305,0.2644,5.36e-05,porn,0.004738,0.7305,0.0018148820326678765,0.8837209302325582,0.7305,0.8837209302325582
data\porn\porn_10_0199.jpg,8.14e-05,0.00527,0.9946,0.0001185,6.1e-05,porn,0.00527,0.9946,0.0012055455093429777,1.0,0.9946,1.0
data\porn\porn_10_0200.jpg,0.00725,0.00276,0.359,0.631,0.000296,porn,0.00276,0.359,0.0012055455093429777,0.6460674157303371,0.359,0.6460674157303371
data\porn\porn_10_0201.jpg,0.001647,0.00198,0.0839,0.9116,0.000707,porn,0.00198,0.0839,0.000749063670411985,0.15254237288135594,0.0839,0.15254237288135594
data\porn\porn_10_0202.jpg,6.77e-05,9.924e-05,0.999,0.0006843,1.055e-05,porn,9.924e-05,0.999,0.0,1.0,0.999,1.0
data\porn\porn_10_0203.jpg,0.0001087,0.02945,0.969,0.0009,8.5e-05,porn,0.02945,0.969,0.013315579227696404,0.9935897435897436,0.969,0.9935897435897436
data\porn\porn_10_0205.jpg,0.0001583,0.00858,0.9873,0.003828,0.000308,porn,0.00858,0.9873,0.00967741935483871,0.9970238095238095,0.9873,0.9970238095238095
data\porn\porn_10_0206.jpg,9.847e-05,0.0001384,0.9995,0.0001462,9.9e-06,porn,0.0001384,0.9995,0.0,1.0,0.9995,1.0
data\porn\porn_10_0207.jpg,0.04077,0.002144,0.95,0.006123,0.000798,porn,0.002144,0.95,0.0007446016381236039,0.9857142857142858,0.95,0.9857142857142858
data\porn\porn_10_0209.jpg,0.0001366,0.0082,0.9844,0.007114,8.65e-05,porn,0.0082,0.9844,0.00967741935483871,0.9970238095238095,0.9844,0.9970238095238095
data\porn\porn_10_0210.jpg,0.0001479,0.0393,0.959,0.0008698,0.000484,porn,0.0393,0.959,0.015625,0.9857142857142858,0.959,0.9857142857142858
data\porn\porn_10_0211.jpg,0.0001775,0.0008693,0.99,0.00875,2.77e-05,porn,0.0008693,0.99,0.00027240533914464724,0.995260663507109,0.99,0.995260663507109
data\porn\porn_10_0212.jpg,0.012215,0.00235,0.9517,0.03134,0.002434,porn,0.00235,0.9517,0.0012055455093429777,0.9927272727272727,0.9517,0.9927272727272727
data\porn\porn_10_0213.jpg,7.945e-05,0.0003617,0.9985,0.0007753,1.2e-05,porn,0.0003617,0.9985,0.00043591979075850045,1.0,0.9985,1.0
data\porn\porn_10_0214.jpg,0.0005097,0.004704,0.99,0.00417,0.000288,porn,0.004704,0.99,0.0017964071856287425,0.9961038961038962,0.99,0.9961038961038962
data\porn\porn_10_0215.jpg,0.00016,0.01084,0.9883,0.0006676,9.67e-05,porn,0.01084,0.9883,0.0058823529411764705,0.9935897435897436,0.9883,0.9935897435897436
data\porn\porn_10_0216.jpg,0.000942,0.00427,0.9927,0.001701,0.0001692,porn,0.00427,0.9927,0.001375515818431912,1.0,0.9927,1.0
data\porn\porn_10_0217.jpg,0.007484,0.04102,0.9326,0.01564,0.00333,porn,0.04102,0.9326,0.043478260869565216,0.9877675840978594,0.9326,0.9877675840978594
data\porn\porn_10_0218.jpg,1.9e-05,0.001427,0.9985,8.637e-05,1.87e-05,porn,0.001427,0.9985,0.000749063670411985,1.0,0.9985,1.0
data\porn\porn_10_0219.jpg,0.0009646,0.00122,0.9893,0.0085,0.0002344,porn,0.00122,0.9893,0.00027240533914464724,0.995260663507109,0.9893,0.995260663507109
data\porn\porn_10_0220.jpg,0.000489,0.05417,0.9395,0.005054,0.0006113,porn,0.05417,0.9395,0.0365296803652968,0.9857142857142858,0.9395,0.9857142857142858
data\porn\porn_10_0221.jpg,0.003036,0.001545,0.993,0.00191,0.000315,porn,0.001545,0.993,0.000749063670411985,1.0,0.993,1.0
data\porn\porn_10_0222.jpg,0.0002458,0.006165,0.991,0.002039,9.453e-05,porn,0.006165,0.991,0.001375515818431912,0.9937791601866252,0.991,0.9937791601866252
data\porn\porn_10_0223.jpg,0.001111,0.0004983,0.9956,0.002592,0.0001686,porn,0.0004983,0.9956,0.00027240533914464724,1.0,0.9956,1.0
data\porn\porn_10_0224.jpg,0.0003095,0.004562,0.993,0.001642,0.0001665,porn,0.004562,0.993,0.001375515818431912,1.0,0.993,1.0
data\porn\porn_10_0225.jpg,0.001024,0.002386,0.94,0.0551,0.001282,porn,0.002386,0.94,0.0012055455093429777,0.9927272727272727,0.94,0.9927272727272727
data\porn\porn_10_0226.jpg,0.001133,0.1085,0.872,0.01775,0.0003712,porn,0.1085,0.872,0.20652173913043478,0.9421052631578948,0.872,0.9421052631578948
data\porn\porn_10_0227.jpg,0.00324,0.002743,0.6206,0.3728,0.0004199,porn,0.002743,0.6206,0.001375515818431912,0.7352941176470589,0.6206,0.7352941176470589
data\porn\porn_10_0228.jpg,0.00568,0.02248,0.963,0.007286,0.001736,porn,0.02248,0.963,0.013315579227696404,0.9857142857142858,0.963,0.9857142857142858
data\porn\porn_10_0229.jpg,0.0003722,0.05084,0.9473,0.0004761,0.0009527,porn,0.05084,0.9473,0.04932735426008968,0.9877675840978594,0.9473,0.9877675840978594
data\porn\porn_10_0230.jpg,5.06e-05,0.0722,0.9277,0.0001071,9.49e-05,porn,0.0722,0.9277,0.08080808080808081,0.9803921568627451,0.9277,0.9803921568627451
data\porn\porn_10_0231.jpg,0.0002017,0.006924,0.991,0.001684,9.865e-05,porn,0.006924,0.991,0.0012055455093429777,0.995260663507109,0.991,0.995260663507109
data\porn\porn_10_0232.jpg,0.0008163,0.07135,0.9233,0.003756,0.0006185,porn,0.07135,0.9233,0.075,0.9726027397260274,0.9233,0.9726027397260274
data\porn\porn_10_0233.jpg,0.002192,0.852,0.1227,0.02135,0.001579,porn,0.852,0.1227,0.9646017699115044,0.2102803738317757,0.852,0.9646017699115044
data\porn\porn_10_0234.jpg,0.0002356,0.006462,0.9883,0.005177,5.76e-05,porn,0.006462,0.9883,0.001243008079552517,0.9935897435897436,0.9883,0.9935897435897436
data\porn\porn_10_0235.jpg,0.001774,0.2261,0.737,0.03378,0.001493,porn,0.2261,0.737,0.3174603174603174,0.9012345679012346,0.737,0.9012345679012346
data\porn\porn_10_0236.jpg,0.00176,0.000797,0.992,0.005142,0.0002491,porn,0.000797,0.992,0.00027240533914464724,1.0,0.992,1.0
data\porn\porn_10_0237.jpg,8.106e-05,0.044,0.9556,0.0002372,0.0001482,porn,0.044,0.9556,0.04591836734693878,0.9865771812080537,0.9556,0.9865771812080537
data\porn\porn_10_0238.jpg,0.06287,0.0442,0.7466,0.138,0.00815,porn,0.0442,0.7466,0.04932735426008968,0.8958333333333334,0.7466,0.8958333333333334
data\porn\porn_10_0239.jpg,0.000265,0.05798,0.932,0.00939,0.0002116,porn,0.05798,0.932,0.04591836734693878,0.9736842105263158,0.932,0.9736842105263158
data\porn\porn_10_0240.jpg,0.0001798,0.446,0.552,0.001428,0.000504,porn,0.446,0.552,0.7717391304347826,0.6460674157303371,0.552,0.7717391304347826
data\porn\porn_10_0241.jpg,0.0003767,0.000708,0.9795,0.01921,4.52e-05,porn,0.000708,0.9795,0.00043591979075850045,0.9959514170040485,0.9795,0.9959514170040485
data\porn\porn_10_0242.jpg,0.001314,0.01387,0.9717,0.0118,0.001495,porn,0.01387,0.9717,0.013315579227696404,0.9935897435897436,0.9717,0.9935897435897436
data\porn\porn_10_0243.jpg,2.515e-05,0.000568,0.9995,0.00011194,1.16e-05,porn,0.000568,0.9995,0.0,1.0,0.9995,1.0
data\porn\porn_10_0244.jpg,0.000266,0.004543,0.9946,0.0005174,0.0001087,porn,0.004543,0.9946,0.0018148820326678765,1.0,0.9946,1.0
data\porn\porn_10_0245.jpg,0.001849,0.005146,0.9854,0.007187,0.0004773,porn,0.005146,0.9854,0.0012055455093429777,0.995260663507109,0.9854,0.995260663507109
data\porn\porn_10_0246.jpg,0.636,0.0006638,0.02751,0.3345,0.001114,porn,0.0006638,0.02751,0.00043402777777777775,0.026217228464419477,0.02751,0.026217228464419477
data\porn\porn_10_0247.jpg,3.97e-05,0.0002246,0.999,0.000583,6.6e-06,porn,0.0002246,0.999,0.0,1.0,0.999,1.0
data\porn\porn_10_0248.jpg,4.46e-05,0.001777,0.998,0.0002366,2.563e-05,porn,0.001777,0.998,0.00027240533914464724,1.0,0.998,1.0
data\porn\porn_10_0249.jpg,0.001026,0.0012245,0.9956,0.001946,0.0001823,porn,0.0012245,0.9956,0.00027240533914464724,1.0,0.9956,1.0
